,time,Force_Fx1,Force_Fy1,Force_Fz1,Moment_Mx1,Moment_My1,Moment_Mz1,Force_Fx2,Force_Fy2,Force_Fz2,Moment_Mx2,Moment_My2,Moment_Mz2,Force_Fx3,Force_Fy3,Force_Fz3,Moment_Mx3,Moment_My3,Moment_Mz3,Force_Fx4,Force_Fy4,Force_Fz4,Moment_Mx4,Moment_My4,Moment_Mz4,Voltage_1,Voltage_2,Voltage_3,Voltage_4,Voltage_5,Voltage_6,Voltage_7,Voltage_8,Voltage_9,Voltage_10,Voltage_11,Voltage_12,Voltage_13,Voltage_14,Voltage_15,Voltage_16,Voltage_1-VM,Voltage_2-VL,Voltage_3-RF,Voltage_4-GRA,Voltage_5-TA,Voltage_6-AL,Voltage_7-ST,Voltage_8-BF,Voltage_9-MG,Voltage_10-LG,Voltage_11-TFL,Voltage_12-Gmax,Voltage_13-Gmed-intra,Voltage_14-PIR-intra,Voltage_15-OI-intra,Voltage_16-QF-intra,Force_Rig
0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.903765678405762,13.53249740600586,-162.5346221923828,-52138.0390625,-4519.37841796875,2381.733154296875,3.1664059162139893,-12.645316123962402,-335.8979797363281,111924.40625,-23018.5703125,498.1850891113281,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00213623046875,-0.0046539306640625,-0.006256103515625,-0.01079559326171875,-0.00743865966796875,-0.01102447509765625,-0.00335693359375,-0.0131988525390625,-0.00263214111328125,-0.00476837158203125,0.00675201416015625,-0.008392333984375,-0.007171630859375,-0.00858306884765625,-0.00453948974609375,-0.01743316650390625,0.089569091796875,0.0933837890625,0.092315673828125,0.0946044921875,0.090179443359375,0.099639892578125,0.0872802734375,0.08941650390625,0.095367431640625,0.103759765625,0.097808837890625,0.09552001953125,0.097198486328125,3.24798583984375,0.09063720703125,0.091094970703125,1.8993260860443115
1,0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.964999198913574,13.381786346435547,-159.58888244628906,-51665.64453125,-4240.99365234375,2507.762939453125,3.8993492126464844,-12.894966125488281,-340.7565612792969,112995.0546875,-23275.2578125,692.0963745117188,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0057220458984375,-0.00583648681640625,-0.009765625,-0.01270294189453125,-0.00957489013671875,-0.010223388671875,-0.00354766845703125,-0.0225067138671875,-0.0066375732421875,-0.00698089599609375,-0.0395965576171875,-0.01312255859375,-0.00843048095703125,-0.0093841552734375,-0.00579833984375,-0.023193359375,0.095367431640625,0.09857177734375,0.09552001953125,0.092010498046875,0.09063720703125,0.092315673828125,0.095672607421875,0.09918212890625,0.096588134765625,0.08026123046875,0.092926025390625,0.09490966796875,0.099334716796875,-2.06451416015625,0.09918212890625,0.0933837890625,-0.6166041493415833
2,0.001,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.100471496582031,13.203137397766113,-158.28585815429688,-50897.57421875,-3742.791015625,2323.298095703125,3.976468801498413,-12.68742561340332,-343.1549987792969,113570.8671875,-23574.095703125,711.5423583984375,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0017547607421875,0.00766754150390625,0.00843048095703125,0.01190185546875,0.007171630859375,0.0121307373046875,0.0048065185546875,0.0124359130859375,0.0064849853515625,0.0032806396484375,-0.00396728515625,0.00888824462890625,0.00873565673828125,0.00675201416015625,0.003204345703125,0.01720428466796875,0.10223388671875,0.096588134765625,0.11016845703125,0.09552001953125,0.097198486328125,0.09429931640625,0.097503662109375,0.09796142578125,0.098876953125,0.092315673828125,0.096282958984375,0.096282958984375,0.09765625,-3.08349609375,0.0946044921875,0.097198486328125,14.1644868850708
3,0.0015,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.30601167678833,12.939434051513672,-157.91700744628906,-50372.2421875,-3770.494873046875,2657.566162109375,4.289284706115723,-12.541679382324219,-346.54241943359375,114353.875,-24086.697265625,954.3251953125,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0058746337890625,0.00598907470703125,0.0116729736328125,0.01251220703125,0.00926971435546875,0.01094818115234375,0.00537872314453125,0.02231597900390625,0.0048065185546875,0.00934600830078125,0.0445556640625,0.014801025390625,0.006866455078125,0.00946044921875,0.00690460205078125,0.02376556396484375,0.09307861328125,0.09857177734375,0.110626220703125,0.097808837890625,0.097198486328125,0.10162353515625,0.097198486328125,0.095367431640625,0.0946044921875,0.088653564453125,0.09918212890625,0.095367431640625,0.09765625,2.74749755859375,0.0994873046875,0.0982666015625,4.729747772216797
4,0.002,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.1742095947265625,12.788026809692383,-154.33963012695312,-49711.76953125,-3438.61572265625,2565.949462890625,4.983445167541504,-12.83267593383789,-348.84381103515625,115046.9765625,-24088.677734375,1043.7562255859375,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00278472900390625,-0.00438690185546875,-0.0074005126953125,-0.01033782958984375,-0.00606536865234375,-0.00972747802734375,-0.0051116943359375,-0.01323699951171875,-0.00408172607421875,-0.00518798828125,0.00537872314453125,-0.0098419189453125,-0.00438690185546875,-0.00774383544921875,-0.00335693359375,-0.01949310302734375,0.09429931640625,0.096435546875,0.09063720703125,0.095672607421875,0.090179443359375,0.101776123046875,0.09063720703125,0.0982666015625,0.089569091796875,0.101318359375,0.09674072265625,0.096282958984375,0.095367431640625,3.24859619140625,0.09796142578125,0.09429931640625,-0.302112877368927
5,0.0025,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.2212347984313965,12.64085578918457,-154.09140014648438,-49128.26171875,-3456.279296875,2629.513671875,5.160943984985352,-12.801070213317871,-350.42449951171875,115904.6328125,-24294.3125,989.8442993164062,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.005035400390625,-0.0058746337890625,-0.00865936279296875,-0.01461029052734375,-0.01087188720703125,-0.01201629638671875,-0.006256103515625,-0.0226593017578125,-0.00804901123046875,-0.0078582763671875,-0.04154205322265625,-0.0115966796875,-0.0092315673828125,-0.0074005126953125,-0.00102996826171875,-0.02269744873046875,0.091705322265625,0.091552734375,0.07598876953125,0.097503662109375,0.098419189453125,0.096588134765625,0.09246826171875,0.09613037109375,0.10101318359375,0.106048583984375,0.103302001953125,0.09857177734375,0.093231201171875,-2.286376953125,0.0958251953125,0.09613037109375,0.6413609385490417
6,0.003,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.205695152282715,12.362910270690918,-151.47264099121094,-48877.29296875,-3426.244384765625,2584.62841796875,5.145225524902344,-12.541679382324219,-351.5099182128906,116166.921875,-24831.546875,1084.21484375,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0042724609375,0.00518798828125,0.00926971435546875,0.01068115234375,0.00736236572265625,0.0080108642578125,0.0080108642578125,0.0148773193359375,0.005950927734375,0.0066375732421875,-0.006256103515625,0.0106048583984375,0.006103515625,0.00804901123046875,0.0019073486328125,0.02124786376953125,0.10223388671875,0.095672607421875,0.09429931640625,0.095367431640625,0.091094970703125,0.090484619140625,0.09765625,0.09857177734375,0.102081298828125,0.1495361328125,0.102081298828125,0.10009765625,0.09521484375,-3.07708740234375,0.096435546875,0.09796142578125,9.761608123779297
7,0.0035,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.515231132507324,12.22667121887207,-150.64254760742188,-48698.5390625,-3358.370361328125,2760.04541015625,4.8538336753845215,-12.380828857421875,-353.0917053222656,116364.3125,-24857.458984375,1051.319580078125,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.006561279296875,0.0058746337890625,0.00701904296875,0.0133514404296875,0.0090789794921875,0.01270294189453125,0.00701904296875,0.02437591552734375,0.00637054443359375,0.0080108642578125,0.04711151123046875,0.0130462646484375,0.01041412353515625,0.00934600830078125,0.00537872314453125,0.022125244140625,0.099639892578125,0.086822509765625,0.092926025390625,0.0982666015625,0.1007080078125,0.09033203125,0.095977783203125,0.094146728515625,0.09918212890625,0.072784423828125,0.0946044921875,0.0946044921875,0.095977783203125,3.3831787109375,0.09796142578125,0.097808837890625,5.673221588134766
8,0.004,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.320874214172363,12.016739845275879,-151.03529357910156,-48368.609375,-3132.084716796875,2687.714599609375,5.347676753997803,-12.645851135253906,-352.86700439453125,116756.1484375,-24994.173828125,1092.8370361328125,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0046539306640625,-0.004425048828125,-0.00873565673828125,-0.0106048583984375,-0.0067901611328125,-0.00823974609375,-0.0060272216796875,-0.0130462646484375,-0.00698089599609375,-0.00591278076171875,0.0057220458984375,-0.0101470947265625,-0.00560760498046875,-0.00644683837890625,-0.0035858154296875,-0.0206756591796875,0.09063720703125,0.08880615234375,0.111541748046875,0.095672607421875,0.091705322265625,0.091400146484375,0.090789794921875,0.09246826171875,0.094757080078125,0.084228515625,0.09124755859375,0.09918212890625,0.097503662109375,3.2305908203125,0.09552001953125,0.096588134765625,6.616695404052734
9,0.0045000000000000005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.954385757446289,11.959395408630371,-151.19874572753906,-48223.05078125,-3030.59765625,2754.462158203125,5.436158657073975,-12.32443618774414,-353.4043273925781,117087.3515625,-24999.470703125,1044.31982421875,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0058746337890625,-0.0070953369140625,-0.00865936279296875,-0.01277923583984375,-0.0109100341796875,-0.01132965087890625,-0.007171630859375,-0.02223968505859375,-0.00823974609375,-0.00606536865234375,-0.04100799560546875,-0.01068115234375,-0.00682830810546875,-0.00873565673828125,-0.0012969970703125,-0.0215911865234375,0.09124755859375,0.0921630859375,0.1080322265625,0.090789794921875,0.092010498046875,0.09490966796875,0.093231201171875,0.089569091796875,0.08575439453125,0.1007080078125,0.09246826171875,0.09674072265625,0.096893310546875,-2.38800048828125,0.091552734375,0.09368896484375,-2.503551959991455
10,0.005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.018671989440918,11.968607902526855,-149.5218963623047,-48083.16796875,-2718.65625,2924.6611328125,5.008350849151611,-12.211960792541504,-354.45208740234375,117105.6015625,-25202.220703125,995.47900390625,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.004119873046875,0.00476837158203125,0.00690460205078125,0.01129150390625,0.0087738037109375,0.01003265380859375,0.00553131103515625,0.01483917236328125,0.00576019287109375,0.0067901611328125,-0.008697509765625,0.01071929931640625,0.00736236572265625,0.00942230224609375,0.00331878662109375,0.019683837890625,0.099334716796875,0.106201171875,0.084075927734375,0.09979248046875,0.095977783203125,0.09979248046875,0.1007080078125,0.099334716796875,0.09185791015625,0.090484619140625,0.091552734375,0.10406494140625,0.10101318359375,-3.0816650390625,0.10162353515625,0.09918212890625,10.076099395751953
11,0.0055,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.490083694458008,12.308794021606445,-147.30482482910156,-47881.15625,-2834.269287109375,2794.61865234375,4.403295516967773,-12.365036010742188,-353.9762878417969,117281.6953125,-25468.673828125,960.0220947265625,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00598907470703125,0.0084686279296875,0.0122833251953125,0.0147247314453125,0.01049041748046875,0.01064300537109375,0.008392333984375,0.0225067138671875,0.00701904296875,0.0061798095703125,0.04535675048828125,0.01079559326171875,0.00553131103515625,0.0087738037109375,0.00453948974609375,0.02422332763671875,0.092010498046875,0.094757080078125,0.073699951171875,0.101318359375,0.0897216796875,0.095367431640625,0.09796142578125,0.094451904296875,0.0946044921875,0.089874267578125,0.09765625,0.09368896484375,0.09490966796875,3.18359375,0.09368896484375,0.09246826171875,7.874660491943359
12,0.006,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.497879505157471,11.39167308807373,-149.59033203125,-47858.828125,-2935.074951171875,2996.08642578125,4.5967817306518555,-12.653889656066895,-353.88165283203125,117087.6015625,-25457.697265625,919.6404418945312,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00530242919921875,-0.00476837158203125,-0.00911712646484375,-0.00911712646484375,-0.00823974609375,-0.00926971435546875,-0.00553131103515625,-0.0118255615234375,-0.0041961669921875,-0.00835418701171875,0.0072479248046875,-0.0115203857421875,-0.00553131103515625,-0.0078582763671875,-0.001983642578125,-0.0197601318359375,0.0958251953125,0.095977783203125,0.074310302734375,0.09796142578125,0.101776123046875,0.093994140625,0.096588134765625,0.092010498046875,0.08453369140625,0.08941650390625,0.09735107421875,0.0970458984375,0.095062255859375,3.2275390625,0.09552001953125,0.090484619140625,3.4717824459075928
13,0.006500000000000001,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.522922992706299,11.8300199508667,-147.34022521972656,-47472.953125,-2590.354248046875,2815.5302734375,4.218176364898682,-12.260529518127441,-355.87872314453125,117295.1015625,-25213.96875,927.3909912109375,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0031280517578125,-0.00644683837890625,-0.01041412353515625,-0.01247406005859375,-0.0101470947265625,-0.01110076904296875,-0.00762939453125,-0.02208709716796875,-0.00732421875,-0.0045013427734375,-0.040435791015625,-0.01163482666015625,-0.00446319580078125,-0.0096893310546875,-0.00476837158203125,-0.0232696533203125,0.09735107421875,0.097198486328125,0.08697509765625,0.094146728515625,0.093841552734375,0.09307861328125,0.095672607421875,0.096588134765625,0.09185791015625,0.10498046875,0.095672607421875,0.09063720703125,0.096893310546875,-2.498779296875,0.0970458984375,0.095672607421875,-1.5600780248641968
