pid,trial,task,group,peak_N
073,SLS_front_pre1,SLS front,Rectus femoris,2476.0002899
073,SLS_front_pre1,SLS front,Tibialis anterior,1381.59235512
073,SLS_front_pre1,SLS front,Piriformis,876.47659569
073,SLS_front_pre2,SLS front,Vasti,11093.45307409
073,SLS_front_pre2,SLS front,Gluteus maximus,2853.1846394100003
073,SLS_front_pre2,SLS front,Gluteus medius,2052.0258023
073,SLS_front_pre2,SLS front,Gluteus minimus,1304.49674727
073,SLS_front_pre2,SLS front,Hamstrings,4494.35854235
073,SLS_front_pre2,SLS front,Adductors,3635.6488736600004
073,SLS_front_pre2,SLS front,Triceps surae,10611.97143268
073,SLS_front_pre2,SLS front,Iliopsoas,2618.1665465799997
073,SLS_front_pre2,SLS front,Rectus femoris,2445.57716355
073,SLS_front_pre2,SLS front,Tibialis anterior,1437.38889455
073,SLS_front_pre2,SLS front,Piriformis,808.02039322
073,SLS_front_pre3,SLS front,Vasti,11056.04317944
073,SLS_front_pre3,SLS front,Gluteus maximus,3309.75119402
073,SLS_front_pre3,SLS front,Gluteus medius,2508.19633773
073,SLS_front_pre3,SLS front,Gluteus minimus,1286.96537067
073,SLS_front_pre3,SLS front,Hamstrings,4779.81305162
073,SLS_front_pre3,SLS front,Adductors,3480.46098934
073,SLS_front_pre3,SLS front,Triceps surae,10659.48608165
073,SLS_front_pre3,SLS front,Iliopsoas,2658.13306436
073,SLS_front_pre3,SLS front,Rectus femoris,2401.66682302
073,SLS_front_pre3,SLS front,Tibialis anterior,1376.31173342
073,SLS_front_pre3,SLS front,Piriformis,778.72284538
075,SJ_pre1,SJ,Vasti,6196.558431240001
075,SJ_pre1,SJ,Gluteus maximus,1483.30130099
075,SJ_pre1,SJ,Gluteus medius,2244.09094798
075,SJ_pre1,SJ,Gluteus minimus,1207.76497487
075,SJ_pre1,SJ,Hamstrings,4950.8030999699995
075,SJ_pre1,SJ,Adductors,3370.2921256
075,SJ_pre1,SJ,Triceps surae,7654.129233760001
075,SJ_pre1,SJ,Iliopsoas,2956.7346857
075,SJ_pre1,SJ,Rectus femoris,2521.6704118
075,SJ_pre1,SJ,Tibialis anterior,1674.30798232
075,SJ_pre1,SJ,Piriformis,540.10250965
075,SJ_pre2,SJ,Vasti,5928.86843462
075,SJ_pre2,SJ,Gluteus maximus,1540.63166031
075,SJ_pre2,SJ,Gluteus medius,2301.80940367
075,SJ_pre2,SJ,Gluteus minimus,1266.54758735
075,SJ_pre2,SJ,Hamstrings,4803.9021596699995
075,SJ_pre2,SJ,Adductors,3106.25190513
075,SJ_pre2,SJ,Triceps surae,7405.547393569999
075,SJ_pre2,SJ,Iliopsoas,3011.06322762
075,SJ_pre2,SJ,Rectus femoris,2534.25828986
075,SJ_pre2,SJ,Tibialis anterior,1671.46843011
075,SJ_pre2,SJ,Piriformis,385.95690348
075,SJ_pre3,SJ,Vasti,6243.87811254
075,SJ_pre3,SJ,Gluteus maximus,1391.0724304900002
075,SJ_pre3,SJ,Gluteus medius,2235.85595427
075,SJ_pre3,SJ,Gluteus minimus,1165.88717965
075,SJ_pre3,SJ,Hamstrings,4613.1995433600005
075,SJ_pre3,SJ,Adductors,3232.7865543
075,SJ_pre3,SJ,Triceps surae,7492.2539994300005
075,SJ_pre3,SJ,Iliopsoas,2974.77961514
075,SJ_pre3,SJ,Rectus femoris,2494.16873996
075,SJ_pre3,SJ,Tibialis anterior,1670.34665943
075,SJ_pre3,SJ,Piriformis,584.22718108
075,SJ_pre4,SJ,Vasti,6109.7609939700005
075,SJ_pre4,SJ,Gluteus maximus,1424.9842251799998
075,SJ_pre4,SJ,Gluteus medius,2311.40384436
075,SJ_pre4,SJ,Gluteus minimus,1187.16843499
075,SJ_pre4,SJ,Hamstrings,4811.76894108
075,SJ_pre4,SJ,Adductors,3383.3093773099995
075,SJ_pre4,SJ,Triceps surae,7474.58157148
075,SJ_pre4,SJ,Iliopsoas,2953.0294125600003
075,SJ_pre4,SJ,Rectus femoris,2413.83949486
075,SJ_pre4,SJ,Tibialis anterior,1664.43661931
075,SJ_pre4,SJ,Piriformis,660.27890608
075,SJ_pre5,SJ,Vasti,5574.05634121
075,SJ_pre5,SJ,Gluteus maximus,1737.52512267
075,SJ_pre5,SJ,Gluteus medius,2173.59360908
075,SJ_pre5,SJ,Gluteus minimus,1195.63166748
075,SJ_pre5,SJ,Hamstrings,4645.95812905
075,SJ_pre5,SJ,Adductors,3235.00576924
075,SJ_pre5,SJ,Triceps surae,7716.315254720001
075,SJ_pre5,SJ,Iliopsoas,2935.28855086
075,SJ_pre5,SJ,Rectus femoris,2522.05360155
075,SJ_pre5,SJ,Tibialis anterior,1670.97448482
075,SJ_pre5,SJ,Piriformis,566.70272001
075,SLS_back_pre1,SLS back,Vasti,10970.28794086
075,SLS_back_pre1,SLS back,Gluteus maximus,3179.5309629800004
075,SLS_back_pre1,SLS back,Gluteus medius,2738.94951366
075,SLS_back_pre1,SLS back,Gluteus minimus,1217.4611924199999
075,SLS_back_pre1,SLS back,Hamstrings,4069.18767037
075,SLS_back_pre1,SLS back,Adductors,3841.28946627
075,SLS_back_pre1,SLS back,Triceps surae,7758.11907697
075,SLS_back_pre1,SLS back,Iliopsoas,2386.45246505
075,SLS_back_pre1,SLS back,Rectus femoris,2350.51808358
075,SLS_back_pre1,SLS back,Tibialis anterior,1474.84421087
075,SLS_back_pre1,SLS back,Piriformis,1018.28621769
075,SLS_back_pre2,SLS back,Vasti,11074.61366405
075,SLS_back_pre2,SLS back,Gluteus maximus,2966.84501554
075,SLS_back_pre2,SLS back,Gluteus medius,2827.52125733
075,SLS_back_pre2,SLS back,Gluteus minimus,1236.56763897
075,SLS_back_pre2,SLS back,Hamstrings,3880.0776234
075,SLS_back_pre2,SLS back,Adductors,4012.2380875599997
075,SLS_back_pre2,SLS back,Triceps surae,7656.82880611
075,SLS_back_pre2,SLS back,Iliopsoas,2317.51895153
075,SLS_back_pre2,SLS back,Rectus femoris,2381.5027956
075,SLS_back_pre2,SLS back,Tibialis anterior,1498.25734649
075,SLS_back_pre2,SLS back,Piriformis,1063.57586274
075,SLS_back_pre3,SLS back,Vasti,11269.74093689
075,SLS_back_pre3,SLS back,Gluteus maximus,2928.1725347
075,SLS_back_pre3,SLS back,Gluteus medius,2601.26889842
075,SLS_back_pre3,SLS back,Gluteus minimus,1254.37353805
075,SLS_back_pre3,SLS back,Hamstrings,3804.4528941
075,SLS_back_pre3,SLS back,Adductors,3713.2694257799994
075,SLS_back_pre3,SLS back,Triceps surae,9357.272177840001
075,SLS_back_pre3,SLS back,Iliopsoas,2385.5672787000003
075,SLS_back_pre3,SLS back,Rectus femoris,2387.46892914
075,SLS_back_pre3,SLS back,Tibialis anterior,1485.53734445
075,SLS_back_pre3,SLS back,Piriformis,1031.31486712
075,SLS_front_pre1,SLS front,Vasti,10969.05192175
075,SLS_front_pre1,SLS front,Gluteus maximus,2796.44573485
075,SLS_front_pre1,SLS front,Gluteus medius,2888.30689989
075,SLS_front_pre1,SLS front,Gluteus minimus,1271.8913447300001
075,SLS_front_pre1,SLS front,Hamstrings,4216.88395871
075,SLS_front_pre1,SLS front,Adductors,3710.15268582
075,SLS_front_pre1,SLS front,Triceps surae,9460.57730407
075,SLS_front_pre1,SLS front,Iliopsoas,2376.42689057
075,SLS_front_pre1,SLS front,Rectus femoris,2265.52495869
075,SLS_front_pre1,SLS front,Tibialis anterior,1481.82113409
075,SLS_front_pre1,SLS front,Piriformis,919.94686625
075,SLS_front_pre2,SLS front,Vasti,11017.30019987
075,SLS_front_pre2,SLS front,Gluteus maximus,3535.44053944
075,SLS_front_pre2,SLS front,Gluteus medius,2445.26461919
075,SLS_front_pre2,SLS front,Gluteus minimus,1324.88765729
075,SLS_front_pre2,SLS front,Hamstrings,4677.77018077
075,SLS_front_pre2,SLS front,Adductors,3738.3272549800004
075,SLS_front_pre2,SLS front,Triceps surae,8730.96187352
075,SLS_front_pre2,SLS front,Iliopsoas,2404.78119695
075,SLS_front_pre2,SLS front,Rectus femoris,2381.88773001
075,SLS_front_pre2,SLS front,Tibialis anterior,1519.05087305
075,SLS_front_pre2,SLS front,Piriformis,1080.55742573
075,SLS_front_pre3,SLS front,Vasti,11443.66374417
075,SLS_front_pre3,SLS front,Gluteus maximus,2767.62938263
075,SLS_front_pre3,SLS front,Gluteus medius,3018.6870923
075,SLS_front_pre3,SLS front,Gluteus minimus,1311.18203494
075,SLS_front_pre3,SLS front,Hamstrings,4900.287885219999
075,SLS_front_pre3,SLS front,Adductors,3739.34438369
075,SLS_front_pre3,SLS front,Triceps surae,8257.744054120001
075,SLS_front_pre3,SLS front,Iliopsoas,2299.81088709
075,SLS_front_pre3,SLS front,Rectus femoris,2371.01865367
075,SLS_front_pre3,SLS front,Tibialis anterior,1461.99052797
075,SLS_front_pre3,SLS front,Piriformis,849.19450745
076,SJ_pre1,SJ,Vasti,5651.78941547
076,SJ_pre1,SJ,Gluteus maximus,1759.54779908
076,SJ_pre1,SJ,Gluteus medius,2682.2852071899997
076,SJ_pre1,SJ,Gluteus minimus,1453.2592517399999
076,SJ_pre1,SJ,Hamstrings,4873.70414194
076,SJ_pre1,SJ,Adductors,3222.5871607599997
076,SJ_pre1,SJ,Triceps surae,7292.297854480001
076,SJ_pre1,SJ,Iliopsoas,3008.62857299
076,SJ_pre1,SJ,Rectus femoris,2584.73581131
076,SJ_pre1,SJ,Tibialis anterior,1632.10514198
076,SJ_pre1,SJ,Piriformis,1221.06260288
076,SJ_pre2,SJ,Vasti,6147.30093486
076,SJ_pre2,SJ,Gluteus maximus,1525.6297731700001
076,SJ_pre2,SJ,Gluteus medius,2256.34797066
076,SJ_pre2,SJ,Gluteus minimus,1425.61159639
076,SJ_pre2,SJ,Hamstrings,4828.466473300001
076,SJ_pre2,SJ,Adductors,3070.1881774
076,SJ_pre2,SJ,Triceps surae,7973.40530197
076,SJ_pre2,SJ,Iliopsoas,2615.66679816
076,SJ_pre2,SJ,Rectus femoris,2596.21056172
076,SJ_pre2,SJ,Tibialis anterior,1653.96621263
076,SJ_pre2,SJ,Piriformis,415.51155282
076,SJ_pre3,SJ,Vasti,6027.76193262
076,SJ_pre3,SJ,Gluteus maximus,1578.88932077
076,SJ_pre3,SJ,Gluteus medius,2192.95695998
076,SJ_pre3,SJ,Gluteus minimus,1366.37305993
076,SJ_pre3,SJ,Hamstrings,5222.11291185
076,SJ_pre3,SJ,Adductors,3798.8826600800003
076,SJ_pre3,SJ,Triceps surae,7791.98311114
076,SJ_pre3,SJ,Iliopsoas,3014.50003069
076,SJ_pre3,SJ,Rectus femoris,2611.05473674
076,SJ_pre3,SJ,Tibialis anterior,1668.05510924
076,SJ_pre3,SJ,Piriformis,438.53087944
076,SJ_pre4,SJ,Vasti,5790.2710836100005
076,SJ_pre4,SJ,Gluteus maximus,1311.58483765
076,SJ_pre4,SJ,Gluteus medius,2192.9064340200002
076,SJ_pre4,SJ,Gluteus minimus,1277.04427684
076,SJ_pre4,SJ,Hamstrings,5374.381332649999
076,SJ_pre4,SJ,Adductors,2947.86071497
076,SJ_pre4,SJ,Triceps surae,7344.36738849
076,SJ_pre4,SJ,Iliopsoas,2097.2710753
076,SJ_pre4,SJ,Rectus femoris,2610.16150012
076,SJ_pre4,SJ,Tibialis anterior,1652.17187381
076,SJ_pre4,SJ,Piriformis,415.30164397
076,SJ_pre5,SJ,Vasti,5839.82880055
076,SJ_pre5,SJ,Gluteus maximus,1619.0261242000001
076,SJ_pre5,SJ,Gluteus medius,2195.40045606
076,SJ_pre5,SJ,Gluteus minimus,1357.89126976
076,SJ_pre5,SJ,Hamstrings,5147.47533245
076,SJ_pre5,SJ,Adductors,2927.41800633
076,SJ_pre5,SJ,Triceps surae,7517.62490316
076,SJ_pre5,SJ,Iliopsoas,2505.98467993
076,SJ_pre5,SJ,Rectus femoris,2640.77457627
076,SJ_pre5,SJ,Tibialis anterior,1647.87798398
076,SJ_pre5,SJ,Piriformis,429.23647451
076,SLS_back_pre1,SLS back,Vasti,10679.40108105
076,SLS_back_pre1,SLS back,Gluteus maximus,2629.58153589
076,SLS_back_pre1,SLS back,Gluteus medius,2918.81120048
076,SLS_back_pre1,SLS back,Gluteus minimus,1319.92099292
076,SLS_back_pre1,SLS back,Hamstrings,4731.02411269
076,SLS_back_pre1,SLS back,Adductors,3185.8777588599996
076,SLS_back_pre1,SLS back,Triceps surae,10719.185770470001
076,SLS_back_pre1,SLS back,Iliopsoas,2627.86393501
076,SLS_back_pre1,SLS back,Rectus femoris,2327.91138256
076,SLS_back_pre1,SLS back,Tibialis anterior,1356.58925167
076,SLS_back_pre1,SLS back,Piriformis,1156.18249179
076,SLS_back_pre2,SLS back,Vasti,10935.90011613
076,SLS_back_pre2,SLS back,Gluteus maximus,3218.10063586
076,SLS_back_pre2,SLS back,Gluteus medius,2885.88159486
076,SLS_back_pre2,SLS back,Gluteus minimus,1303.71271437
076,SLS_back_pre2,SLS back,Hamstrings,4984.268472979999
076,SLS_back_pre2,SLS back,Adductors,3373.53897887
076,SLS_back_pre2,SLS back,Triceps surae,9590.44430653
076,SLS_back_pre2,SLS back,Iliopsoas,2708.54415914
076,SLS_back_pre2,SLS back,Rectus femoris,2418.67577437
076,SLS_back_pre2,SLS back,Tibialis anterior,1377.51659179
076,SLS_back_pre2,SLS back,Piriformis,1164.76311712
076,SLS_back_pre3,SLS back,Vasti,10185.24222823
076,SLS_back_pre3,SLS back,Gluteus maximus,2764.13347145
076,SLS_back_pre3,SLS back,Gluteus medius,2925.87902693
076,SLS_back_pre3,SLS back,Gluteus minimus,1345.38750915
076,SLS_back_pre3,SLS back,Hamstrings,4806.21961783
076,SLS_back_pre3,SLS back,Adductors,3101.2639021799996
076,SLS_back_pre3,SLS back,Triceps surae,8188.68193735
076,SLS_back_pre3,SLS back,Iliopsoas,2481.62308797
076,SLS_back_pre3,SLS back,Rectus femoris,2239.98502011
076,SLS_back_pre3,SLS back,Tibialis anterior,1337.24913385
076,SLS_back_pre3,SLS back,Piriformis,1161.16293031
076,SLS_front_pre1,SLS front,Vasti,9158.58732681
076,SLS_front_pre1,SLS front,Gluteus maximus,2204.77555678
076,SLS_front_pre1,SLS front,Gluteus medius,2645.56794365
076,SLS_front_pre1,SLS front,Gluteus minimus,1324.08340411
076,SLS_front_pre1,SLS front,Hamstrings,4492.40617553
076,SLS_front_pre1,SLS front,Adductors,3151.37415737
076,SLS_front_pre1,SLS front,Triceps surae,11870.728846639999
076,SLS_front_pre1,SLS front,Iliopsoas,2543.12765104
076,SLS_front_pre1,SLS front,Rectus femoris,2383.04930918
076,SLS_front_pre1,SLS front,Tibialis anterior,1364.68341866
076,SLS_front_pre1,SLS front,Piriformis,842.95493185
076,SLS_front_pre2,SLS front,Vasti,9765.75501733
076,SLS_front_pre2,SLS front,Gluteus maximus,2429.44569942
076,SLS_front_pre2,SLS front,Gluteus medius,2706.9433392399997
076,SLS_front_pre2,SLS front,Gluteus minimus,1311.9108035099998
076,SLS_front_pre2,SLS front,Hamstrings,4018.1167846800004
076,SLS_front_pre2,SLS front,Adductors,3312.34698932
076,SLS_front_pre2,SLS front,Triceps surae,10257.489449370001
076,SLS_front_pre2,SLS front,Iliopsoas,2318.73202412
076,SLS_front_pre2,SLS front,Rectus femoris,2241.16450553
076,SLS_front_pre2,SLS front,Tibialis anterior,1336.48866111
076,SLS_front_pre2,SLS front,Piriformis,754.18116224
076,SLS_front_pre3,SLS front,Vasti,11155.85204494
076,SLS_front_pre3,SLS front,Gluteus maximus,3288.86340248
076,SLS_front_pre3,SLS front,Gluteus medius,2630.22872125
076,SLS_front_pre3,SLS front,Gluteus minimus,1381.79021367
076,SLS_front_pre3,SLS front,Hamstrings,4376.52297294
076,SLS_front_pre3,SLS front,Adductors,3725.8278669
076,SLS_front_pre3,SLS front,Triceps surae,10804.04652611
076,SLS_front_pre3,SLS front,Iliopsoas,2454.53318721
076,SLS_front_pre3,SLS front,Rectus femoris,2466.12549175
076,SLS_front_pre3,SLS front,Tibialis anterior,1370.23065396
076,SLS_front_pre3,SLS front,Piriformis,832.13339126
077,SJ_pre1,SJ,Vasti,6338.96265888
077,SJ_pre1,SJ,Gluteus maximus,1437.8990320900002
077,SJ_pre1,SJ,Gluteus medius,2406.1893539000002
077,SJ_pre1,SJ,Gluteus minimus,1323.36656264
077,SJ_pre1,SJ,Hamstrings,3491.18847562
077,SJ_pre1,SJ,Adductors,3192.91961314
077,SJ_pre1,SJ,Triceps surae,5769.74330884
077,SJ_pre1,SJ,Iliopsoas,2073.10068691
077,SJ_pre1,SJ,Rectus femoris,2522.69214188
077,SJ_pre1,SJ,Tibialis anterior,1644.14722539
077,SJ_pre1,SJ,Piriformis,831.73446637
077,SJ_pre2,SJ,Vasti,6375.74225915
077,SJ_pre2,SJ,Gluteus maximus,1621.4150184799998
077,SJ_pre2,SJ,Gluteus medius,2604.13918046
077,SJ_pre2,SJ,Gluteus minimus,1382.57919318
077,SJ_pre2,SJ,Hamstrings,3693.49549492
077,SJ_pre2,SJ,Adductors,3369.2813994199996
077,SJ_pre2,SJ,Triceps surae,4910.596256379999
077,SJ_pre2,SJ,Iliopsoas,2594.5094605599998
077,SJ_pre2,SJ,Rectus femoris,2280.79335005
077,SJ_pre2,SJ,Tibialis anterior,1633.30226384
077,SJ_pre2,SJ,Piriformis,864.00560985
077,SJ_pre3,SJ,Vasti,6257.03377447
077,SJ_pre3,SJ,Gluteus maximus,1427.73752261
077,SJ_pre3,SJ,Gluteus medius,2492.77359547
077,SJ_pre3,SJ,Gluteus minimus,1270.1507576200001
077,SJ_pre3,SJ,Hamstrings,4146.07410592
077,SJ_pre3,SJ,Adductors,3298.81429024
077,SJ_pre3,SJ,Triceps surae,5421.07476539
077,SJ_pre3,SJ,Iliopsoas,2117.51650339
077,SJ_pre3,SJ,Rectus femoris,2462.3813375
077,SJ_pre3,SJ,Tibialis anterior,1652.77409986
077,SJ_pre3,SJ,Piriformis,990.83297511
077,SJ_pre4,SJ,Vasti,6215.6989828900005
077,SJ_pre4,SJ,Gluteus maximus,1342.68895808
077,SJ_pre4,SJ,Gluteus medius,2475.48789588
077,SJ_pre4,SJ,Gluteus minimus,1406.77777932
077,SJ_pre4,SJ,Hamstrings,3920.2690217
077,SJ_pre4,SJ,Adductors,2912.0210024000003
077,SJ_pre4,SJ,Triceps surae,3418.38440966
077,SJ_pre4,SJ,Iliopsoas,2220.02531029
077,SJ_pre4,SJ,Rectus femoris,2091.21846279
077,SJ_pre4,SJ,Tibialis anterior,1636.3351603
077,SJ_pre4,SJ,Piriformis,735.07683532
077,SJ_pre5,SJ,Vasti,6154.02951458
077,SJ_pre5,SJ,Gluteus maximus,1350.1041192500002
077,SJ_pre5,SJ,Gluteus medius,2429.56142494
077,SJ_pre5,SJ,Gluteus minimus,1311.0469104899998
077,SJ_pre5,SJ,Hamstrings,4246.66262602
077,SJ_pre5,SJ,Adductors,3270.40282618
077,SJ_pre5,SJ,Triceps surae,4788.06829618
077,SJ_pre5,SJ,Iliopsoas,2922.70943069
077,SJ_pre5,SJ,Rectus femoris,2352.16543272
077,SJ_pre5,SJ,Tibialis anterior,1633.36223006
077,SJ_pre5,SJ,Piriformis,840.37684656
077,SLS_back_pre1,SLS back,Vasti,10949.04899295
077,SLS_back_pre1,SLS back,Gluteus maximus,3391.99919078
077,SLS_back_pre1,SLS back,Gluteus medius,3121.28227218
077,SLS_back_pre1,SLS back,Gluteus minimus,1462.80403811
077,SLS_back_pre1,SLS back,Hamstrings,4789.23828942
077,SLS_back_pre1,SLS back,Adductors,2991.0273238100003
077,SLS_back_pre1,SLS back,Triceps surae,8722.31775062
077,SLS_back_pre1,SLS back,Iliopsoas,2444.85663133
077,SLS_back_pre1,SLS back,Rectus femoris,2137.53984582
077,SLS_back_pre1,SLS back,Tibialis anterior,1421.28811514
077,SLS_back_pre1,SLS back,Piriformis,1187.01828412
077,SLS_back_pre2,SLS back,Vasti,9580.3404018
077,SLS_back_pre2,SLS back,Gluteus maximus,3025.3105494300003
077,SLS_back_pre2,SLS back,Gluteus medius,2936.32482265
077,SLS_back_pre2,SLS back,Gluteus minimus,1316.15767097
077,SLS_back_pre2,SLS back,Hamstrings,4641.1615686
077,SLS_back_pre2,SLS back,Adductors,2725.3545071000003
077,SLS_back_pre2,SLS back,Triceps surae,10061.44814644
077,SLS_back_pre2,SLS back,Iliopsoas,2151.33579843
077,SLS_back_pre2,SLS back,Rectus femoris,1808.91692815
077,SLS_back_pre2,SLS back,Tibialis anterior,1412.0826506
077,SLS_back_pre2,SLS back,Piriformis,1176.12646893
077,SLS_back_pre3,SLS back,Vasti,10242.57909693
077,SLS_back_pre3,SLS back,Gluteus maximus,2962.58045387
077,SLS_back_pre3,SLS back,Gluteus medius,3159.06501715
077,SLS_back_pre3,SLS back,Gluteus minimus,1410.44041433
077,SLS_back_pre3,SLS back,Hamstrings,4869.28952524
077,SLS_back_pre3,SLS back,Adductors,3501.7773598900003
077,SLS_back_pre3,SLS back,Triceps surae,8081.908247179999
077,SLS_back_pre3,SLS back,Iliopsoas,2311.34805521
077,SLS_back_pre3,SLS back,Rectus femoris,2158.73319003
077,SLS_back_pre3,SLS back,Tibialis anterior,1408.27316505
077,SLS_back_pre3,SLS back,Piriformis,1269.93986393
077,SLS_front_pre1,SLS front,Vasti,9886.014059289999
077,SLS_front_pre1,SLS front,Gluteus maximus,2714.88224164
077,SLS_front_pre1,SLS front,Gluteus medius,2468.51178713
077,SLS_front_pre1,SLS front,Gluteus minimus,1160.29934009
077,SLS_front_pre1,SLS front,Hamstrings,3934.0094640300003
077,SLS_front_pre1,SLS front,Adductors,3291.54385825
077,SLS_front_pre1,SLS front,Triceps surae,10886.744086589999
077,SLS_front_pre1,SLS front,Iliopsoas,2393.27442653
077,SLS_front_pre1,SLS front,Rectus femoris,1612.91134851
077,SLS_front_pre1,SLS front,Tibialis anterior,1335.96521002
077,SLS_front_pre1,SLS front,Piriformis,1118.71623252
077,SLS_front_pre2,SLS front,Vasti,9577.78840061
077,SLS_front_pre2,SLS front,Gluteus maximus,3102.07557532
077,SLS_front_pre2,SLS front,Gluteus medius,2409.49497218
077,SLS_front_pre2,SLS front,Gluteus minimus,1253.2400309099999
077,SLS_front_pre2,SLS front,Hamstrings,4259.37732985
077,SLS_front_pre2,SLS front,Adductors,3326.3227556700003
077,SLS_front_pre2,SLS front,Triceps surae,11590.68861062
077,SLS_front_pre2,SLS front,Iliopsoas,2168.87540025
077,SLS_front_pre2,SLS front,Rectus femoris,1910.51132529
077,SLS_front_pre2,SLS front,Tibialis anterior,1241.0237296
077,SLS_front_pre2,SLS front,Piriformis,909.8459162
077,SLS_front_pre3,SLS front,Vasti,10030.94535599
077,SLS_front_pre3,SLS front,Gluteus maximus,3294.52270057
077,SLS_front_pre3,SLS front,Gluteus medius,2484.3841456
077,SLS_front_pre3,SLS front,Gluteus minimus,1182.9537977199998
077,SLS_front_pre3,SLS front,Hamstrings,3603.39863682
077,SLS_front_pre3,SLS front,Adductors,3257.99821646
077,SLS_front_pre3,SLS front,Triceps surae,11101.82581327
077,SLS_front_pre3,SLS front,Iliopsoas,2318.5944366
077,SLS_front_pre3,SLS front,Rectus femoris,2095.31746936
077,SLS_front_pre3,SLS front,Tibialis anterior,1269.56543859
077,SLS_front_pre3,SLS front,Piriformis,916.36327452
