,time,Force_Fx1,Force_Fy1,Force_Fz1,Moment_Mx1,Moment_My1,Moment_Mz1,Force_Fx2,Force_Fy2,Force_Fz2,Moment_Mx2,Moment_My2,Moment_Mz2,Force_Fx3,Force_Fy3,Force_Fz3,Moment_Mx3,Moment_My3,Moment_Mz3,Force_Fx4,Force_Fy4,Force_Fz4,Moment_Mx4,Moment_My4,Moment_Mz4,Voltage_1,Voltage_2,Voltage_3,Voltage_4,Voltage_5,Voltage_6,Voltage_7,Voltage_8,Voltage_9,Voltage_10,Voltage_11,Voltage_12,Voltage_13,Voltage_14,Voltage_15,Voltage_16,Voltage_1-VM,Voltage_2-VL,Voltage_3-RF,Voltage_4-GRA,Voltage_5-TA,Voltage_6-AL,Voltage_7-ST,Voltage_8-BF,Voltage_9-MG,Voltage_10-LG,Voltage_11-TFL,Voltage_12-Gmax,Voltage_13-Gmed-intra,Voltage_14-PIR-intra,Voltage_15-OI-intra,Voltage_16-QF-intra,Force_Rig,TreadmillSpikes_1
0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-10.446683883666992,126.41134643554688,-494.451904296875,-62554.859375,-2271.552490234375,3800.8212890625,-8.19027042388916,-103.33638000488281,-423.3990783691406,50730.2890625,8399.4267578125,-1593.915283203125,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00675201416015625,-0.0096893310546875,-0.00965118408203125,-0.0157928466796875,-0.0138092041015625,-0.016632080078125,-0.0102996826171875,-0.02498626708984375,-0.00728607177734375,-0.00736236572265625,-0.021209716796875,-0.02216339111328125,-0.0159454345703125,-0.01049041748046875,-0.0052642822265625,-0.0289154052734375,0.051727294921875,0.04730224609375,0.0787353515625,0.070343017578125,0.06500244140625,0.453338623046875,0.06744384765625,0.07354736328125,0.07659912109375,0.1007080078125,0.081634521484375,0.075225830078125,0.075836181640625,-0.46356201171875,-1.208953857421875,-0.95184326171875,-4.600378513336182,1.2499618530273438
1,0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-11.29582405090332,126.7384262084961,-490.56695556640625,-61518.2109375,-967.349365234375,4013.136474609375,-8.42752456665039,-104.04756164550781,-422.8226318359375,50378.21484375,8911.177734375,-1603.8411865234375,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0048828125,0.0083160400390625,0.00492095947265625,0.01422882080078125,0.00713348388671875,0.01377105712890625,0.00675201416015625,0.0191497802734375,0.0051116943359375,0.0069427490234375,0.02044677734375,0.0205230712890625,0.01369476318359375,0.00759124755859375,0.00392913818359375,0.0225067138671875,0.0726318359375,0.073394775390625,0.07659912109375,0.076141357421875,0.07293701171875,-1.60247802734375,0.07843017578125,0.087890625,0.07843017578125,0.0933837890625,0.08087158203125,0.07049560546875,0.077972412109375,0.370330810546875,0.8251953125,0.12054443359375,1.3749558925628662,1.2499618530273438
2,0.001,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-12.667892456054688,126.59130859375,-488.45849609375,-60382.8515625,-547.369140625,4375.37890625,-9.105975151062012,-104.51068878173828,-422.2472229003906,49543.6953125,9318.490234375,-1663.7088623046875,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00751495361328125,0.00896453857421875,0.0194549560546875,0.0154876708984375,0.01277923583984375,0.0150299072265625,0.01148223876953125,0.0260162353515625,0.008697509765625,0.0093841552734375,0.0249481201171875,0.02475738525390625,0.02208709716796875,0.0131988525390625,0.0030517578125,0.028839111328125,0.070343017578125,0.0787353515625,0.076904296875,0.0775146484375,0.08026123046875,0.915374755859375,0.08392333984375,0.05035400390625,0.0823974609375,0.076904296875,0.08056640625,0.072021484375,0.0775146484375,0.706024169921875,1.49139404296875,1.467132568359375,-2.398939371109009,1.2499618530273438
3,0.0015,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-13.712533950805664,126.35527038574219,-484.1072082519531,-59761.23046875,490.7320556640625,4660.33056640625,-8.985759735107422,-105.01718139648438,-421.32379150390625,49262.54296875,9612.2236328125,-1594.769287109375,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00621795654296875,-0.00579833984375,-0.0061798095703125,-0.01194000244140625,-0.009002685546875,-0.01041412353515625,-0.00690460205078125,-0.01850128173828125,-0.00576019287109375,-0.00881195068359375,-0.0189208984375,-0.02262115478515625,-0.00804901123046875,-0.0081634521484375,-0.0040435791015625,-0.0226593017578125,0.076751708984375,0.075836181640625,0.069580078125,0.068511962890625,0.08087158203125,1.059112548828125,0.081787109375,0.07049560546875,0.10101318359375,0.09033203125,0.087432861328125,0.070343017578125,0.07476806640625,-0.416107177734375,-0.772552490234375,0.026702880859375,-2.398939371109009,1.2499618530273438
4,0.002,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.480822563171387,126.32646942138672,-481.1327209472656,-58605.6875,1096.7630615234375,4999.111328125,-9.07425594329834,-106.84075164794922,-420.72772216796875,48924.41796875,9901.5810546875,-1499.5682373046875,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0089263916015625,-0.007171630859375,-0.00812530517578125,-0.015411376953125,-0.01094818115234375,-0.0148773193359375,-0.0066375732421875,-0.02368927001953125,-0.00640869140625,-0.0104522705078125,-0.0223541259765625,-0.026092529296875,-0.01987457275390625,-0.0113677978515625,-0.00545501708984375,-0.028228759765625,0.10650634765625,0.072021484375,0.0726318359375,0.066375732421875,0.073699951171875,1.26678466796875,0.08514404296875,0.07110595703125,0.0799560546875,0.086669921875,0.070343017578125,0.07537841796875,0.079803466796875,-0.402679443359375,-1.42486572265625,-0.95306396484375,-5.54385232925415,1.2499618530273438
5,0.0025,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.36018180847168,125.67069244384766,-478.3317565917969,-57988.41015625,1570.8424072265625,5240.03857421875,-8.934198379516602,-108.4276123046875,-421.78692626953125,48520.8359375,10102.8486328125,-1349.665771484375,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.006256103515625,0.00659942626953125,0.0096893310546875,0.01312255859375,0.00980377197265625,0.0125885009765625,0.009002685546875,0.0179290771484375,0.00598907470703125,0.0095367431640625,0.01995086669921875,0.02536773681640625,0.01110076904296875,0.01018524169921875,0.00354766845703125,0.02384185791015625,0.04302978515625,0.0665283203125,0.081939697265625,0.071868896484375,0.079345703125,0.391693115234375,0.08880615234375,0.08209228515625,0.0927734375,0.11016845703125,0.073394775390625,0.074005126953125,0.075531005859375,0.698699951171875,1.12701416015625,0.220794677734375,5.14885139465332,1.2499618530273438
6,0.003,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-16.503944396972656,125.76300048828125,-476.66619873046875,-57494.765625,2230.15380859375,5546.46240234375,-8.814087867736816,-110.72380828857422,-421.6629943847656,47966.04296875,10151.0078125,-1192.3681640625,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0066375732421875,0.00934600830078125,0.01068115234375,0.01811981201171875,0.0130462646484375,0.0146484375,0.00766754150390625,0.02193450927734375,0.00659942626953125,0.00614166259765625,0.02475738525390625,0.023193359375,0.01567840576171875,0.01007080078125,0.00522613525390625,0.0295257568359375,0.084228515625,0.096282958984375,0.0677490234375,0.0762939453125,0.07354736328125,0.11505126953125,0.0787353515625,0.08148193359375,0.08880615234375,0.03997802734375,0.0726318359375,0.07354736328125,0.075225830078125,0.808868408203125,1.368865966796875,0.825042724609375,-1.45546555519104,1.2499618530273438
7,0.0035,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-17.50659942626953,125.67387390136719,-473.487060546875,-57035.47265625,2738.862060546875,5788.81103515625,-8.66522216796875,-112.8751220703125,-422.47344970703125,47868.72265625,10234.150390625,-857.0563354492188,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00553131103515625,-0.00385284423828125,-0.0115203857421875,-0.01201629638671875,-0.009613037109375,-0.0110626220703125,-0.00438690185546875,-0.0188446044921875,-0.00537872314453125,-0.00858306884765625,-0.02010345458984375,-0.02162933349609375,-0.01125335693359375,-0.00820159912109375,-0.0054168701171875,-0.0213623046875,0.046539306640625,0.066070556640625,0.083770751953125,0.07415771484375,0.0830078125,0.416717529296875,0.07598876953125,0.079345703125,0.078125,0.06866455078125,0.081024169921875,0.069427490234375,0.07568359375,-0.412139892578125,-0.49224853515625,0.010833740234375,-5.229361057281494,1.2499618530273438
8,0.004,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-18.409584045410156,124.66124725341797,-470.40618896484375,-56266.2578125,2834.052734375,6063.16015625,-8.608475685119629,-115.05489349365234,-423.14398193359375,47593.625,10416.576171875,-677.2802734375,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00644683837890625,-0.00782012939453125,-0.01491546630859375,-0.01605987548828125,-0.01293182373046875,-0.0162506103515625,-0.00858306884765625,-0.02452850341796875,-0.00667572021484375,-0.00843048095703125,-0.02353668212890625,-0.02269744873046875,-0.015869140625,-0.0089263916015625,-0.003509521484375,-0.0275421142578125,0.075225830078125,0.0701904296875,0.07354736328125,0.078125,0.070343017578125,0.01434326171875,0.0726318359375,0.074462890625,0.07293701171875,0.0640869140625,0.076751708984375,0.075531005859375,0.077972412109375,-0.625762939453125,-1.141357421875,-0.748291015625,-5.54385232925415,1.2499618530273438
9,0.0045000000000000005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-18.96549415588379,124.45046997070312,-468.2198181152344,-55570.3515625,3492.450439453125,6218.7568359375,-8.45960807800293,-116.66169738769531,-421.7900085449219,47240.46484375,10538.5986328125,-521.00146484375,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0061798095703125,0.00476837158203125,0.00904083251953125,0.012969970703125,0.01026153564453125,0.011444091796875,0.00812530517578125,0.0176239013671875,0.0045013427734375,0.0093841552734375,0.01796722412109375,0.02506256103515625,0.01384735107421875,0.0096893310546875,0.00408172607421875,0.023345947265625,0.0970458984375,0.0830078125,0.06591796875,0.075836181640625,0.074005126953125,-0.067596435546875,0.068359375,0.068359375,0.07293701171875,0.0726318359375,0.070648193359375,0.069580078125,0.073394775390625,0.494842529296875,1.04736328125,0.413665771484375,5.463342666625977,1.2499618530273438
10,0.005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-20.18578338623047,123.89126586914062,-464.431640625,-54834.44140625,3704.2109375,6472.5517578125,-8.544488906860352,-118.4675064086914,-422.9493408203125,47167.0078125,10809.203125,-219.63685607910156,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.009765625,0.009002685546875,0.0131988525390625,0.01739501953125,0.0135040283203125,0.0164794921875,0.0089263916015625,0.0225830078125,0.0055694580078125,0.0087738037109375,0.02162933349609375,0.02231597900390625,0.0151824951171875,0.00949859619140625,0.00518798828125,0.02658843994140625,0.08544921875,0.070037841796875,0.078582763671875,0.07293701171875,0.072021484375,0.250091552734375,0.07843017578125,0.0799560546875,0.07354736328125,0.08026123046875,0.0933837890625,0.07171630859375,0.0762939453125,0.476837158203125,1.31011962890625,0.878143310546875,-1.1409742832183838,1.2499618530273438
11,0.0055,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-20.74471092224121,123.48690795898438,-461.5889587402344,-54414.84765625,4108.2958984375,6592.27294921875,-8.479743957519531,-118.99324798583984,-419.7748718261719,46839.72265625,10497.4521484375,-214.23931884765625,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00518798828125,-0.0075531005859375,-0.01163482666015625,-0.0144195556640625,-0.009918212890625,-0.0116729736328125,-0.00652313232421875,-0.01796722412109375,-0.0060272216796875,-0.00732421875,-0.0212860107421875,-0.020599365234375,-0.0152587890625,-0.00675201416015625,-0.00415802001953125,-0.0240325927734375,0.0830078125,0.075225830078125,0.078582763671875,0.074310302734375,0.074310302734375,-0.227813720703125,0.07568359375,0.07293701171875,0.07110595703125,0.0860595703125,0.068817138671875,0.070953369140625,0.075531005859375,-0.340423583984375,-0.64117431640625,-0.052490234375,-3.0279219150543213,1.2499618530273438
12,0.006,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-21.293079376220703,123.14550018310547,-457.09088134765625,-54166.671875,4323.759765625,6695.5859375,-8.42752456665039,-120.28984069824219,-419.0757141113281,46451.96875,10616.541015625,-45.95449447631836,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00789642333984375,-0.00797271728515625,-0.02414703369140625,-0.01728057861328125,-0.01415252685546875,-0.01434326171875,-0.0089263916015625,-0.02254486083984375,-0.0075531005859375,-0.00774383544921875,-0.02124786376953125,-0.021820068359375,-0.01575469970703125,-0.00865936279296875,-0.00225067138671875,-0.02819061279296875,0.0750732421875,0.101318359375,0.0628662109375,0.079803466796875,0.08056640625,-2.593994140625,0.07781982421875,0.07598876953125,0.07965087890625,0.0750732421875,0.0738525390625,0.07171630859375,0.080413818359375,-0.453948974609375,-1.147308349609375,-0.814666748046875,-5.229361057281494,1.2499618530273438
13,0.006500000000000001,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-21.762727737426758,122.59172821044922,-455.5837707519531,-53899.40625,4431.345703125,6724.5234375,-8.049027442932129,-120.70336151123047,-417.3816833496094,46032.48046875,10422.798828125,33.822200775146484,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00713348388671875,0.0078582763671875,0.016632080078125,0.01598358154296875,0.010833740234375,0.0131988525390625,0.00537872314453125,0.0214385986328125,0.0046539306640625,0.010528564453125,0.023345947265625,0.0206756591796875,0.01377105712890625,0.00881195068359375,0.00667572021484375,0.023956298828125,0.0469970703125,0.064239501953125,0.079803466796875,0.075531005859375,0.0799560546875,-0.479278564453125,0.0799560546875,0.08056640625,0.07232666015625,0.07293701171875,0.073699951171875,0.07171630859375,0.073699951171875,0.64422607421875,0.80841064453125,0.224609375,6.092325210571289,1.2499618530273438
14,0.007,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-22.11932945251465,122.0146484375,-451.4945983886719,-52707.7109375,4760.2373046875,6807.1259765625,-7.946605682373047,-121.28890991210938,-415.3617858886719,45952.2890625,10648.404296875,269.5481262207031,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00911712646484375,0.01064300537109375,0.02407073974609375,0.01750946044921875,0.013275146484375,0.0147247314453125,0.00865936279296875,0.0231170654296875,0.00774383544921875,0.0080108642578125,0.02147674560546875,0.01605987548828125,0.0141143798828125,0.01064300537109375,0.0038909912109375,0.02857208251953125,0.07415771484375,0.070953369140625,0.0811767578125,0.070648193359375,0.079193115234375,1.13372802734375,0.07293701171875,0.07232666015625,0.08392333984375,0.07843017578125,0.072021484375,0.07537841796875,0.072174072265625,0.552520751953125,0.833587646484375,0.687103271484375,0.11699079722166061,1.2499618530273438
15,0.0075,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-22.180307388305664,120.98303985595703,-449.0027770996094,-52313.34375,4692.3564453125,6928.10546875,-7.180716037750244,-121.10235595703125,-410.8988037109375,45188.1953125,10487.4951171875,566.7604370117188,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0052642822265625,-0.0072479248046875,-0.00301361083984375,-0.0128173828125,-0.00759124755859375,-0.012054443359375,-0.00885009765625,-0.0196075439453125,-0.0072479248046875,-0.00690460205078125,-0.02063751220703125,-0.02124786376953125,-0.0124359130859375,-0.0081634521484375,-0.00698089599609375,-0.02391815185546875,0.08026123046875,0.074462890625,0.0714111328125,0.081634521484375,0.0714111328125,1.696929931640625,0.07110595703125,0.07476806640625,0.07080078125,0.0860595703125,0.08331298828125,0.08148193359375,0.077056884765625,-0.44708251953125,-0.8502197265625,-0.336456298828125,-3.3424131870269775,1.2499618530273438
16,0.008,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-22.55780601501465,120.002685546875,-444.54266357421875,-51690.359375,5137.423828125,7026.03662109375,-6.830730438232422,-121.14460754394531,-408.6368713378906,44404.0703125,9924.5244140625,716.9710083007812,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0074005126953125,-0.00789642333984375,-0.023956298828125,-0.01613616943359375,-0.0151824951171875,-0.01194000244140625,-0.00568389892578125,-0.0214385986328125,-0.00598907470703125,-0.0086212158203125,-0.02079010009765625,-0.0193023681640625,-0.009765625,-0.0106048583984375,-0.005340576171875,-0.0284576416015625,0.11749267578125,0.05950927734375,0.08544921875,0.074005126953125,0.074920654296875,-2.338104248046875,0.06805419921875,0.0726318359375,0.07568359375,0.05523681640625,0.06927490234375,0.076446533203125,0.074615478515625,-0.514678955078125,-0.6707763671875,-0.238189697265625,-5.229361057281494,1.2499618530273438
17,0.0085,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-22.514402389526367,118.80540466308594,-438.3853759765625,-50982.5546875,4998.5341796875,6868.01708984375,-6.09843635559082,-121.3262939453125,-404.0779724121094,44027.94921875,10003.7294921875,875.1251831054688,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0057220458984375,0.0090789794921875,0.00484466552734375,0.0138092041015625,0.0067901611328125,0.0122833251953125,0.00789642333984375,0.01934051513671875,0.00682830810546875,0.00812530517578125,0.0223541259765625,0.01987457275390625,0.0139617919921875,0.0092315673828125,0.0080108642578125,0.025634765625,0.0714111328125,0.09185791015625,0.06988525390625,0.077667236328125,0.07568359375,-1.98699951171875,0.0750732421875,0.07415771484375,0.07415771484375,0.07537841796875,0.072174072265625,0.063629150390625,0.0750732421875,0.58929443359375,0.872344970703125,0.510101318359375,5.463342666625977,1.2499618530273438
18,0.009000000000000001,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-22.034996032714844,117.5240478515625,-434.45526123046875,-50868.44921875,5280.8271484375,6934.5048828125,-5.793989181518555,-121.22736358642578,-400.2160949707031,43582.1796875,9765.166015625,1010.833251953125,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0074005126953125,0.0093841552734375,0.01300811767578125,0.01651763916015625,0.01495361328125,0.01445770263671875,0.00919342041015625,0.021209716796875,0.0061798095703125,0.0084686279296875,0.02109527587890625,0.0168609619140625,0.01056671142578125,0.01117706298828125,0.0018310546875,0.028839111328125,0.084228515625,0.101318359375,0.07904052734375,0.076751708984375,0.08056640625,-1.346893310546875,0.07537841796875,0.07049560546875,0.06683349609375,0.07720947265625,0.06378173828125,0.0732421875,0.074920654296875,0.54473876953125,0.770111083984375,0.53558349609375,-0.19750048220157623,1.2499618530273438
19,0.0095,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-21.4105224609375,115.96442413330078,-427.150390625,-50261.265625,5388.57177734375,6854.4951171875,-5.206222057342529,-120.52042388916016,-396.8544006347656,43255.9453125,9625.8515625,1191.17822265625,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00522613525390625,-0.00614166259765625,-0.0034332275390625,-0.01277923583984375,-0.00762939453125,-0.01194000244140625,-0.00732421875,-0.018310546875,-0.006103515625,-0.00659942626953125,-0.0202178955078125,-0.020599365234375,-0.01186370849609375,-0.00972747802734375,-0.00560760498046875,-0.0251007080078125,0.1177978515625,0.071868896484375,0.072174072265625,0.073394775390625,0.076446533203125,-0.2374267578125,0.07598876953125,0.0848388671875,0.08087158203125,0.07659912109375,0.07843017578125,0.0732421875,0.07598876953125,-0.222015380859375,-0.663909912109375,-0.169677734375,-2.398939371109009,1.2499618530273438
