,time,Force_Fx1,Force_Fy1,Force_Fz1,Moment_Mx1,Moment_My1,Moment_Mz1,Force_Fx2,Force_Fy2,Force_Fz2,Moment_Mx2,Moment_My2,Moment_Mz2,Force_Fx3,Force_Fy3,Force_Fz3,Moment_Mx3,Moment_My3,Moment_Mz3,Force_Fx4,Force_Fy4,Force_Fz4,Moment_Mx4,Moment_My4,Moment_Mz4,Voltage_1,Voltage_2,Voltage_3,Voltage_4,Voltage_5,Voltage_6,Voltage_7,Voltage_8,Voltage_9,Voltage_10,Voltage_11,Voltage_12,Voltage_13,Voltage_14,Voltage_15,Voltage_16,Voltage_1-VM,Voltage_2-VL,Voltage_3-RF,Voltage_4-GRA,Voltage_5-TA,Voltage_6-AL,Voltage_7-ST,Voltage_8-BF,Voltage_9-MG,Voltage_10-LG,Voltage_11-TFL,Voltage_12-Gmax,Voltage_13-Gmed-intra,Voltage_14-PIR-intra,Voltage_15-OI-intra,Voltage_16-QF-intra,Force_Rig
0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.7981141209602356,43.67628479003906,-589.1041259765625,-190108.625,-3854.11767578125,326.55145263671875,-0.5281343460083008,-0.26702120900154114,-37.01007080078125,11190.2998046875,-5136.25048828125,89.92984771728516,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0077056884765625,-0.00095367431640625,-0.0031280517578125,0.000152587890625,-0.00118255615234375,-0.00667572021484375,-0.00713348388671875,-0.00522613525390625,-0.00118255615234375,-0.02483367919921875,-0.029449462890625,0.02117156982421875,-0.03082275390625,-0.001373291015625,0.00133514404296875,-0.001373291015625,0.1068115234375,0.09918212890625,0.1080322265625,0.0946044921875,0.11688232421875,0.06011962890625,0.08880615234375,0.106964111328125,0.10711669921875,0.108795166015625,0.1019287109375,0.105438232421875,-0.813751220703125,-3.0804443359375,2.38800048828125,-3.062286376953125,7.167418956756592
1,0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.371604323387146,44.030418395996094,-585.533447265625,-189044.15625,-3609.2470703125,215.36404418945312,0.8785680532455444,-1.1545586585998535,-38.82305145263672,11910.11328125,-5351.57470703125,357.0140075683594,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.01178741455078125,-0.00942230224609375,-0.01300811767578125,-0.01720428466796875,-0.0112152099609375,-0.02071380615234375,-0.01155853271484375,-0.0281524658203125,-0.00759124755859375,-0.025177001953125,-0.0399017333984375,0.00274658203125,-0.02864837646484375,-0.01132965087890625,-0.002899169921875,-0.03185272216796875,0.0994873046875,0.102081298828125,0.106048583984375,0.098419189453125,0.093536376953125,0.120697021484375,0.128021240234375,0.107574462890625,0.10345458984375,0.0982666015625,0.104217529296875,0.09490966796875,-3.0560302734375,-3.046875,3.24432373046875,-3.0267333984375,-3.5704195499420166
2,0.001,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.10443896055221558,44.03802490234375,-581.7074584960938,-187883.90625,-3139.232666015625,66.72608184814453,1.5901575088500977,-2.459792137145996,-46.76890182495117,13111.931640625,-5832.30810546875,919.3515625,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.01087188720703125,0.0014495849609375,0.00026702880859375,0.00087738037109375,0.0019073486328125,0.00804901123046875,0.008087158203125,0.00171661376953125,0.001068115234375,0.02857208251953125,0.03307342529296875,-0.02178192138671875,0.03185272216796875,0.0014495849609375,0.00125885009765625,0.00125885009765625,0.0946044921875,0.0616455078125,0.0921630859375,0.09918212890625,0.1025390625,0.133209228515625,0.1031494140625,0.098724365234375,0.10589599609375,0.11138916015625,0.1165771484375,0.103302001953125,0.9600830078125,3.3837890625,-1.97967529296875,3.3612060546875,-4.517876148223877
3,0.0015,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.08921051025390625,43.8703498840332,-576.118896484375,-186545.375,-3358.126953125,37.38579559326172,2.5657875537872314,-3.435485363006592,-51.64757537841797,14413.615234375,-6193.23681640625,1129.707275390625,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.01392364501953125,0.0092315673828125,0.015106201171875,0.01735687255859375,0.01312255859375,0.0197601318359375,0.01239776611328125,0.02666473388671875,0.00667572021484375,0.02513885498046875,0.0405120849609375,-0.00278472900390625,0.03192901611328125,0.01010894775390625,0.00606536865234375,0.0316619873046875,0.108795166015625,0.15777587890625,0.111541748046875,0.102081298828125,0.091094970703125,0.113525390625,0.144500732421875,0.10040283203125,0.1019287109375,0.099639892578125,0.108795166015625,0.10162353515625,3.270416259765625,3.25531005859375,-3.0035400390625,3.233642578125,4.640868663787842
4,0.002,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.25959455966949463,44.46269226074219,-574.2388305664062,-185629.765625,-3178.39013671875,-170.37384033203125,2.7570912837982178,-4.4207682609558105,-54.1092414855957,15793.4619140625,-6930.81298828125,1481.6802978515625,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00804901123046875,-0.0009918212890625,-0.00118255615234375,-0.0022125244140625,0.00030517578125,-0.0066375732421875,-0.0061798095703125,-0.00484466552734375,-0.00156402587890625,-0.02620697021484375,-0.0296783447265625,0.0209808349609375,-0.0330352783203125,0.000762939453125,0.001068115234375,-0.0005340576171875,0.10101318359375,0.11199951171875,0.100555419921875,0.099945068359375,0.10345458984375,0.11322021484375,0.10223388671875,0.09796142578125,0.10040283203125,0.09979248046875,0.10833740234375,0.0994873046875,-0.806732177734375,-3.0816650390625,2.2265625,-3.059539794921875,8.114875793457031
5,0.0025,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.28137654066085815,44.289573669433594,-569.3042602539062,-184874.640625,-3233.013427734375,-170.56600952148438,3.8097198009490967,-5.208568096160889,-61.78076934814453,17546.205078125,-7394.20849609375,1748.3253173828125,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0135040283203125,-0.00873565673828125,-0.0136566162109375,-0.0168609619140625,-0.011749267578125,-0.01934051513671875,-0.01232147216796875,-0.02574920654296875,-0.0080108642578125,-0.02513885498046875,-0.038604736328125,0.0003814697265625,-0.0279998779296875,-0.010986328125,-0.00640869140625,-0.0296783447265625,0.10406494140625,0.09857177734375,0.105133056640625,0.1007080078125,0.07171630859375,0.102386474609375,0.0946044921875,0.100860595703125,0.100250244140625,0.1055908203125,0.10650634765625,0.1007080078125,-3.050994873046875,-3.04779052734375,3.2244873046875,-3.029327392578125,-3.5704195499420166
6,0.003,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.10045957565307617,44.03603744506836,-567.2404174804688,-183974.203125,-2958.456787109375,-201.852783203125,4.164437294006348,-6.0058746337890625,-67.30802154541016,19451.53125,-7835.30908203125,1810.9427490234375,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0104522705078125,-0.0003814697265625,0.0012969970703125,0.001220703125,0.0009918212890625,0.00751495361328125,0.0048828125,0.004425048828125,0.0014495849609375,0.027618408203125,0.0321197509765625,-0.0203704833984375,0.03238677978515625,0.00019073486328125,0.00095367431640625,0.00217437744140625,0.10009765625,0.0982666015625,0.105133056640625,0.105133056640625,0.076751708984375,0.095367431640625,0.094146728515625,0.1031494140625,0.094757080078125,0.096282958984375,0.1019287109375,0.098419189453125,0.955352783203125,3.38348388671875,-1.87042236328125,3.363800048828125,-7.360245227813721
7,0.0035,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4113730192184448,44.562313079833984,-564.3930053710938,-182870.84375,-2865.684326171875,-172.1553192138672,3.7437877655029297,-7.408818244934082,-72.27438354492188,21054.619140625,-8101.65576171875,1993.4119873046875,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.01415252685546875,0.009613037109375,0.01377105712890625,0.01865386962890625,0.01384735107421875,0.0201416015625,0.013275146484375,0.0258636474609375,0.008392333984375,0.0263214111328125,0.038604736328125,-0.0011444091796875,0.02971649169921875,0.01232147216796875,0.0058746337890625,0.0295257568359375,0.09918212890625,0.089874267578125,0.09490966796875,0.09246826171875,0.09674072265625,0.089569091796875,0.09857177734375,0.099334716796875,0.146636962890625,0.12603759765625,0.100555419921875,0.101318359375,3.26690673828125,3.25164794921875,-3.02642822265625,3.232269287109375,9.6939697265625
8,0.004,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.42533546686172485,44.46720504760742,-559.53076171875,-181706.6875,-2871.79638671875,-29.238908767700195,4.532144069671631,-8.631946563720703,-79.97643280029297,23106.1796875,-8629.427734375,2194.410400390625,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00988006591796875,-0.00186920166015625,3.814697265625e-05,0.0002288818359375,-0.00148773193359375,-0.0070953369140625,-0.005340576171875,-0.003662109375,-0.0012969970703125,-0.027923583984375,-0.030059814453125,0.0212860107421875,-0.02971649169921875,0.0,-0.00179290771484375,0.000457763671875,0.10498046875,0.10101318359375,0.091094970703125,0.100860595703125,0.11199951171875,0.1123046875,0.09918212890625,0.10467529296875,0.07415771484375,0.062408447265625,0.093841552734375,0.099029541015625,-0.80078125,-3.07769775390625,2.14263916015625,-3.060455322265625,5.588325023651123
9,0.0045000000000000005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.07409656047821045,44.12257385253906,-556.9886474609375,-180285.671875,-2492.9482421875,-28.54636573791504,4.5215559005737305,-9.193502426147461,-87.94378662109375,24785.169921875,-9206.1796875,2139.394287109375,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.01178741455078125,-0.01087188720703125,-0.01251220703125,-0.01895904541015625,-0.01155853271484375,-0.01861572265625,-0.01255035400390625,-0.024261474609375,-0.009918212890625,-0.0270843505859375,-0.0380706787109375,0.00057220458984375,-0.0275421142578125,-0.01262664794921875,-0.00396728515625,-0.03017425537109375,0.10528564453125,0.10162353515625,0.096588134765625,0.101165771484375,0.0482177734375,0.109710693359375,0.096893310546875,0.100860595703125,0.112152099609375,0.12542724609375,0.085906982421875,0.097198486328125,-3.05572509765625,-3.04595947265625,3.2293701171875,-3.027496337890625,-5.781151294708252
